contract,status,wall clock time (h:)m:ss,input-type,abi,queue,crashes,run_unix,execs_per_sec,execs,coverage,bugtypes,wall clock time (h:)m:ss,bugs
0x41A322b28D0fF354040e2CbC676F0320d8c8850d,failure,,,False,,,,,,,,,
0x4270bb238f6DD8B1c3ca01f96CA65b2647c06D3C,failure,,,False,,,,,,,,,
0x49AAa160506F7e07E6C3F6cD6316b6866025cDcB,failure,,,False,,,,,,,,,
0x4e1945D8A75092923f39d4e332D8f3cb0afAEb51,failure,,,False,,,,,,,,,
0x516E5436bAfdc11083654DE7Bb9b95382d08d5DE,failure,,,False,,,,,,,,,
0x5937512B02555967a01d78B0994F53168A985aC4,failure,,,False,,,,,,,,,
0x5A9bF6bADCd24Fe0d58E1087290c2FE2c728736a,failure,,,False,,,,,,,,,
0x5b135D7E2774c801a73208f258123d7623E07784,failure,,,False,,,,,,,,,
0x6AbA1623ea906D1164Cbb007E764eBde2514A2Ba,failure,,,False,,,,,,,,,
0x6F6DEb5db0C4994A8283A01D6CFeEB27Fc3bBe9C,failure,,,False,,,,,,,,,
0x6FBC1B8F756F43CFbfd45085380cC375650fF3D6,failure,,,False,,,,,,,,,
0x752FF65b884b9C260D212C804E0b7ACEea012473,failure,,,False,,,,,,,,,
0x75BF306b3DA0Dad609837B6698F464B8f14cf458,failure,,,False,,,,,,,,,
0x7C21D723Af0f4594d4f8821aa16BC27C8EA6cec7,failure,,,False,,,,,,,,,
0x7C39a481E17CCAfbe8e50Ec1388fDBB01Bbb3bf4,failure,,,False,,,,,,,,,
0x7CfB70d69F176bE9631480ddA87531b715D9Ec09,failure,,,False,,,,,,,,,
0x81705082eF9f0D660f07BE80093D46d826d48b25,failure,,,False,,,,,,,,,
0x8E870D67F660D95d5be530380D0eC0bd388289E1,failure,,,False,,,,,,,,,
0x8Eb38715604b938812DEC25A0A1bc05B4becB9ca,failure,,,False,,,,,,,,,
0x90162f41886c0946D09999736f1C15c8a105A421,failure,,,False,,,,,,,,,
0x9ab165D795019b6d8B3e971DdA91071421305e5a,failure,,,False,,,,,,,,,
0x9b3554E6FC4F81531F6D43b611258bd1058ef6D5,failure,,,False,,,,,,,,,
0xAF2DC9D375d3De6535d8C8Aa2096371b8D5DF8fd,failure,,,False,,,,,,,,,
0xB68042de5B3dA08a80C20d29aEFab999D0848385,failure,,,False,,,,,,,,,
0xC81774FD1b51bC7e26b2BaD562DCDB0A2CbebAF2,failure,,,False,,,,,,,,,
0xCdE21dA29E54E3b60A1aAacD1DCbDa76D8066aF1,failure,,,False,,,,,,,,,
0xD19D8d78Fab2Df53aC21c54Dbcf0e077433C2E93,failure,,,False,,,,,,,,,
0xEccAB39acB2CAF9adBa72C1CB92FDC106B993E0b,failure,,,False,,,,,,,,,
0xF069d9F8e394f23878e6bECCbDef41c4a957B662,failure,,,False,,,,,,,,,
0xFA3118B34522580c35Ae27F6cf52da1dBb756288,failure,,,False,,,,,,,,,
0xFb5a551374B656C6e39787B1D3A03fEAb7f3a98E,failure,,,False,,,,,,,,,
0xa720911A58D948fC9328560AeCFc51E907404fC4,failure,,,False,,,,,,,,,
0xb24bB20364fF99fe8C5a7527e44Dfe1ec5609a10,failure,,,False,,,,,,,,,
0xb562EC0261a9cB550A5fbcB46030088F1d6a53cF,failure,,,False,,,,,,,,,
0xbA5a17f8ad40dc2C955D95C0547F3e6318Bd72e7,failure,,,False,,,,,,,,,
0xd6d62024D82B5bF4fe4A9E214991743d543F1673,failure,,,False,,,,,,,,,
0xdC30a5baf62F3cE8d7e74a272bC139FbB7a0CAb4,failure,,,False,,,,,,,,,
0x00000000007F6202Ba718DF41ec639b32Dd7fBCF,success,20:00.09,live-state,False,61,,1200.0,409.79583333333335,491755.0,3.007518796992481,1,20:00.09,
0x000000b30A60dE0415d218650401EaD0F957F7F9,success,20:00.07,live-state,False,245,,1200.0,1350.9841666666666,1621181.0,35.714285714285715,1,20:00.07,
0x000D2d31815990FCA6f69dFD978C4d4A56B2Ed6b,success,20:00.04,live-state,False,263,,1200.0,10611.3,12733560.0,53.62318840579711,1,20:00.04,
0x001650d06AAF2B6b57E53f75dce6965BC19fA824,success,20:00.19,live-state,False,475,,1200.0,2893.9241666666667,3472709.0,74.03846153846153,1,20:00.19,
0x0018e04e1b21010018214Cab506F37c539487b74,success,20:00.07,live-state,False,1081,,1200.0,11245.283333333333,13494340.0,42.77777777777778,1,20:00.07,
0x002329192014563890fFb66b483C29dD6607c419,success,20:00.05,live-state,False,1056,,1200.0,10375.881666666666,12451058.0,85.56701030927836,1,20:00.05,
0x002D3b7e5985D9153e5beE7E7Fb0105e1e89E4F7,success,20:00.05,live-state,False,816,,1200.0,6358.183333333333,7629820.0,86.61417322834646,1,20:00.05,
0x003075F0772CC6DD4957Cc4Fc03952BbB83729bA,success,20:00.06,live-state,False,1054,,1200.0,9316.7825,11180139.0,45.67375886524823,1,20:00.06,
0x0030957214CD6457A5cf78342f425a3E5BAEe3f4,success,20:00.04,live-state,False,388,,1200.0,13552.851666666667,16263422.0,76.16279069767442,1,20:00.04,
0x0034d48D79846423c91e78584eC9927030AD927F,success,20:00.07,live-state,False,314,,1200.0,545.4508333333333,654541.0,75.0,1,20:00.07,
0x003D4aBb92149B6b9Fd923ec4bE9082e24F54803,success,20:00.05,live-state,False,217,,1200.0,7569.3966666666665,9083276.0,40.35087719298246,1,20:00.05,
0x00430f32B8e77A456d0Ab7E6f1Dc1B84F4ae62E0,success,20:00.09,live-state,False,713,,1200.0,5434.574166666666,6521489.0,74.55621301775147,1,20:00.09,
0x0049C62b74399b32263C0A2681Af63c9e032125D,success,20:00.06,live-state,False,368,,1200.0,2976.9808333333335,3572377.0,74.40476190476191,1,20:00.06,
0x004CaE0De2ccB59fDD50d2cd633c3AeB348f20a7,success,20:00.11,live-state,False,769,,1200.0,5800.904166666666,6961085.0,67.61133603238866,1,20:00.11,
0x004Fec24015B9b35d01d68505DC358C41c00c521,success,20:00.06,live-state,False,884,,1200.0,10401.549166666666,12481859.0,87.29281767955801,1,20:00.06,
0x0056F1D9B5861e09683fB8505DE865e26c0538F6,success,20:00.05,live-state,False,666,,1200.0,3513.0025,4215603.0,32.20675944333996,1,20:00.05,
0x0060c128582f6020701e8b396d2baA80c46a351A,success,20:00.07,live-state,False,663,,1200.0,2613.159166666667,3135791.0,90.1840490797546,1,20:00.07,
0x0063ad45cF916ea054Bdc7516EfF1bcE7F8a1adC,success,20:00.05,live-state,False,161,,1200.0,9755.2875,11706345.0,46.51162790697674,1,20:00.05,
0x007112089f32C0FB6Cc1921d4877c2c97270c5Ab,success,20:00.07,live-state,False,1133,,1200.0,7926.756666666667,9512108.0,60.0,1,20:00.07,
0x00775aF854B1D0b6c50cC58C35258FdEC9732508,success,0:00.02,live-state,True,3,1,0.0,12.0,12.0,100.0,1,0:00.02,
0x007a422Fd7E5B47dD2CB078f250388b406548Cd4,success,20:00.07,live-state,False,911,,1200.0,7302.5,8763000.0,82.99120234604105,1,20:00.07,
0x007e7c474a1aBb8FDc1CD012B98cA3682A09e42f,success,20:00.05,live-state,True,398,,1200.0,1137.9266666666667,1365512.0,85.85858585858585,1,20:00.05,
0x0080324c497fE9F1482E9B7CEc805928780F7a38,success,20:00.05,live-state,False,866,,1200.0,8947.736666666666,10737284.0,45.333333333333336,1,20:00.05,
0x00855609C6Ef1348e2387D4ce3549995911E75AA,success,20:00.05,live-state,False,902,,1200.0,9932.328333333333,11918794.0,53.608247422680414,1,20:00.05,
0x0089F5895fe07A3ab40a351B94fF1c38AC3fBcf0,success,20:00.06,live-state,False,606,,1200.0,10104.849166666667,12125819.0,32.196969696969695,1,20:00.06,
0x0090d11B3752826C8B6e86ff3Ca0A3F6466DB8A0,success,20:00.15,live-state,False,183,,1200.0,329.8125,395775.0,75.10917030567686,1,20:00.15,
0x0096182575B75116cDFC956973b72F1a28fAE023,success,20:06.43,live-state,False,733,,1206.0,4880.863184079602,5886321.0,88.09523809523809,1,20:06.43,
0x009dA0220bF71a5443e396c472F575d402b2d974,success,20:00.05,live-state,True,783,,1200.0,4298.940833333333,5158729.0,80.88235294117646,1,20:00.05,
0x00A8F0D8838F5645b7CD98F8Fc97c9D2eB70fAcB,success,20:00.05,live-state,False,785,,1200.0,8310.205833333333,9972247.0,87.5,1,20:00.05,
0x00D6A917b2412f2672981EDda0db497907B6F6d2,success,20:00.07,live-state,False,313,,1200.0,8475.560833333333,10170673.0,65.11627906976744,1,20:00.07,
0x00FA44D91D7541D16DD18A48dd6A011de5E887DF,success,20:00.05,live-state,False,180,,1200.0,9983.959166666667,11980751.0,50.526315789473685,1,20:00.05,
0x00b23772bA987CE016298085015024572F92E663,success,20:00.06,live-state,False,371,,1200.0,5926.1225,7111347.0,67.21311475409836,1,20:00.06,
0x00bAeCE5845C7377c6C351543c825F840E630E72,success,20:00.18,live-state,True,327,,1200.0,472.69416666666666,567233.0,67.74193548387098,1,20:00.18,
0x00dc2AA3Fb053dEC17e9554E0eC4b13501A27A96,success,20:00.05,live-state,False,802,,1200.0,8370.519166666667,10044623.0,67.3469387755102,1,20:00.05,
0x00e2D7105e82C97536306694FbF1C0dF720b4821,success,20:00.08,live-state,False,527,,1200.0,2098.1075,2517729.0,65.40284360189574,1,20:00.08,
0x00eA5c7B8fC2c192fE541D811Beb4513CE82a638,success,20:00.06,live-state,False,290,,1200.0,9081.485833333334,10897783.0,8.481262327416173,1,20:00.06,
0x00f90986CDD79744409F8a3c7747064AFa4473b5,success,20:02.07,live-state,False,262,,1200.0,32.01166666666666,38414.0,63.06068601583113,1,20:02.07,
0x0102CA2A491c33D465F0b1c20D27e60cbFe13BB4,success,20:00.08,live-state,False,727,,1200.0,9104.396666666667,10925276.0,85.80645161290322,1,20:00.08,
0x010A018b73e54759d51768eF711e579498E1c46D,success,20:00.06,live-state,False,848,,1200.0,7812.9225,9375507.0,89.4308943089431,1,20:00.06,
0x010f73a8f235BDa821D7E5583D0c28653cFF6a3d,success,20:00.09,live-state,False,735,,1200.0,5983.621666666667,7180346.0,85.59322033898306,1,20:00.09,
0x01126516D76CD1d50d92E9A3F8e3700cF945a6E7,success,20:00.05,live-state,True,349,,1200.0,7500.0391666666665,9000047.0,39.453125,1,20:00.05,
0x011Ab524E642bBcbe6754b00072C12615c9AD794,success,20:00.05,live-state,False,758,,1200.0,9122.276666666667,10946732.0,67.56756756756756,1,20:00.05,
0x011f665bf9652831533DD027B4690387330fe3e5,success,20:00.06,live-state,False,759,,1200.0,8619.29,10343148.0,83.13953488372093,1,20:00.06,
0x013A06558f07d9E6F9A00c95a33f3a0E0255176b,success,20:00.14,live-state,True,295,,1200.0,508.00666666666666,609608.0,62.12121212121212,1,20:00.14,
0x01426080aA48aaA36fc6278437bc48B7f72f1F54,success,20:00.08,live-state,False,674,,1200.0,4337.6725,5205207.0,85.3658536585366,1,20:00.08,
0x01456021708AB4191b3e925eDEd6757b77C2a1C1,success,20:00.07,live-state,False,1061,,1200.0,11133.530833333334,13360237.0,88.29787234042554,1,20:00.07,
0x014F190801D1fbF45A31cd9Ddd96C4815c9604EC,success,20:00.06,live-state,False,790,,1200.0,6456.318333333334,7747582.0,87.12121212121211,1,20:00.06,
0x015531A044BAe03bF4dAB1ceabfc232a969b7175,success,20:00.17,live-state,False,271,,1200.0,1671.7075,2006049.0,65.80645161290322,1,20:00.17,
0x0163D4EaBF2d22Eb7DfaEa9A91f0BA5Dc914729F,success,20:00.06,live-state,True,726,,1200.0,6753.38,8104056.0,84.16666666666667,1,20:00.06,
0x0165c20dB44bFb227EFaC81103Ba34d4eE67265D,success,20:00.06,live-state,False,748,,1200.0,5397.82,6477384.0,93.27731092436976,1,20:00.06,
0x016DCbeF5FA51f354064d505288f3908D84b6411,success,20:00.05,live-state,False,660,,1200.0,3146.5133333333333,3775816.0,94.11764705882352,1,20:00.05,
0x017188526374f723Ec66509eA0C44DD797A33C84,success,20:00.07,live-state,False,643,,1200.0,4932.1866666666665,5918624.0,74.82517482517483,1,20:00.07,
0x017214d55f5daaC38f5F7547629f29EAD7Fa1C3C,success,20:00.05,live-state,True,849,,1200.0,7131.1,8557320.0,69.91525423728814,1,20:00.05,
0x017a34C012928b6B77D29708D5EB6F81856944B2,success,20:00.06,live-state,False,511,,1200.0,7717.555833333333,9261067.0,82.35294117647058,1,20:00.06,
0x018B987374705565c648C5494ACE533e88734C1d,success,20:00.07,live-state,True,791,,1200.0,6061.1575,7273389.0,85.98130841121495,1,20:00.07,
0x018C26696ac16CD372ac1186D78Bb376a1E0aE01,success,20:00.05,live-state,False,678,,1200.0,9117.986666666666,10941584.0,83.21678321678323,1,20:00.05,
0x018deE1B36470103f4d7D7FCcE5bfcbf695E4Ff7,success,20:00.05,live-state,False,708,,1200.0,9259.54,11111448.0,81.29496402877699,1,20:00.05,
0x0192926643e6B9a061fD36aC292bA7684d9f1e2f,success,20:00.10,live-state,False,511,,1200.0,2426.2691666666665,2911523.0,88.51351351351352,1,20:00.10,
0x019366ad735D7a4dd8593373356ceaB8bD7af4A6,success,20:00.06,live-state,False,201,,1200.0,7238.9725,8686767.0,76.59574468085107,1,20:00.06,
0x01A28ADc0EdD796b570EC4dA734e1AA809f6f1Fc,success,20:00.05,live-state,True,697,,1200.0,8372.8225,10047387.0,65.42056074766354,1,20:00.05,
0x01AE4B0e1cDfF0E806C43473081E26335a191825,success,20:00.28,live-state,False,1093,,1200.0,10573.766666666666,12688520.0,64.51612903225806,1,20:00.28,
0x01BD70A0cc118bCa4c70624286488E8f3D78A10F,success,20:00.06,live-state,True,830,,1200.0,4619.099166666667,5542919.0,89.1156462585034,1,20:00.06,
0x01Cfe59fEA8535964fb294Ac08D7f72AE63Dacf0,success,20:00.21,live-state,False,642,,1200.0,4970.085,5964102.0,68.96551724137932,1,20:00.21,
0x01F6462bf3fC10876E1E3B707B352545308a38A7,success,20:00.07,live-state,False,849,,1200.0,7072.765,8487318.0,91.66666666666667,1,20:00.07,
0x01F862252e12932e7173E5dCc76E1C45a94e2821,success,20:00.06,live-state,False,827,,1200.0,9018.635,10822362.0,68.35443037974683,1,20:00.06,
0x01F9F629d35E2ec3297d077A525ED6Aa70493c79,success,20:00.08,live-state,False,355,,1200.0,6579.616666666667,7895540.0,72.29729729729729,1,20:00.08,
0x01b3Ec4aAe1B8729529BEB4965F27d008788B0EB,success,20:00.09,live-state,True,402,,1200.0,1092.425,1310910.0,53.81679389312977,1,20:00.09,
0x01b4e459AF8e35CFACE1A68bA0ECA66d4eE7B45c,success,20:00.05,live-state,False,252,,1200.0,6011.305,7213566.0,64.0,1,20:00.05,
0x01c81eCDfaf0D0274CD5d0D0740Bb6f894EA24D4,success,20:00.07,live-state,False,201,,1200.0,6660.009166666667,7992011.0,40.0,1,20:00.07,
0x01cEe28D421D4799183e36b2644AA96Cece10c2A,success,20:00.08,live-state,False,790,,1200.0,6517.884166666667,7821461.0,81.51260504201682,1,20:00.08,
0x01f3929c6d06806B6869a4A7DB3a6B2A9C9Ea486,success,20:00.07,live-state,False,880,,1200.0,8842.831666666667,10611398.0,87.92270531400968,1,20:00.07,
0x020dDc98365D0199B4c7a2d769d685480789F67E,success,20:00.06,live-state,True,1037,,1200.0,9923.208333333334,11907850.0,84.51612903225806,1,20:00.06,
0x02152904aD1A19b98C568D286a4f4B2e8D75e6E2,success,20:00.06,live-state,False,314,,1200.0,8950.5525,10740663.0,69.78417266187051,1,20:00.06,
0x0219B584e1f78675D91187C241439D1aCdf7aa86,success,20:00.04,live-state,True,819,,1200.0,6100.556666666666,7320668.0,83.45864661654134,1,20:00.04,
0x02280FfE8197FD987678E17A17619Dc8496CBBc1,success,20:00.06,live-state,False,843,,1200.0,9571.616666666667,11485940.0,76.43312101910827,1,20:00.06,
0x02357F06600F5111DcCE2E6f03661f03bC1E831D,success,20:00.06,live-state,False,475,,1200.0,1260.49,1512588.0,78.2051282051282,1,20:00.06,
0x0236DA65D76Ae844aBB81814CeBB6fe9B001d587,success,20:00.06,live-state,False,294,,1200.0,6859.4925,8231391.0,68.46846846846846,1,20:00.06,
0x024d0d0C5D693C877FFCDA0ABd70e07FC8B91AbD,success,0:00.02,live-state,False,3,1,0.0,12.0,12.0,100.0,1,0:00.02,
0x0251FEa93943FAD0654f78F33de553D041584fFF,success,20:00.05,live-state,False,698,,1200.0,4607.066666666667,5528480.0,71.49122807017544,1,20:00.05,
0x025DcE2d39a46296766DB7CAC8c322E8f59CD5D9,success,20:00.15,live-state,False,588,,1200.0,8684.201666666666,10421042.0,72.67080745341615,1,20:00.15,
0x02630Def5e50754f28BDcbbfFB460b7d19b9AA79,success,20:00.06,live-state,False,734,,1200.0,9406.7275,11288073.0,39.37232524964337,1,20:00.06,
0x026534CCb1F8EFFFF2035A73c8C48b0BB384D42a,success,20:00.05,live-state,True,724,,1200.0,5980.07,7176084.0,90.52631578947368,1,20:00.05,
0x02695f283111a59Fa4C845d53CE965855076A8E2,success,20:00.07,live-state,False,640,,1200.0,5679.365,6815238.0,83.47107438016529,1,20:00.07,
0x026eb3120e81270dd7aEB0c240851C0B82407693,success,20:00.06,live-state,True,727,,1200.0,6448.389166666667,7738067.0,89.38053097345134,1,20:00.06,
0x026f00F7587b52Fc94656833D1BEe028DB210935,success,20:00.08,live-state,False,485,,1200.0,2465.3283333333334,2958394.0,85.38461538461539,1,20:00.08,
0x027a6a537002CF5Ad75E129CF1a05dCffd18c8fc,success,20:00.09,live-state,False,410,,1200.0,1282.4283333333333,1538914.0,87.5,1,20:00.09,
0x027b6094ac3DA754FCcC7C088BE04Ca155782A66,success,20:00.05,live-state,False,560,,1200.0,3505.5825,4206699.0,81.18279569892472,1,20:00.05,
0x0281d3d07af19c504d4DDe8af899C12781f89A69,success,20:00.14,live-state,False,284,,1200.0,811.2608333333334,973513.0,83.45864661654134,1,20:00.14,
0x028F196926E4C37cFa80B07a57d07E60aD7a0a24,success,20:00.06,live-state,False,701,,1200.0,5108.155,6129786.0,69.93464052287581,1,20:00.06,
0x0290FA0a18094474Eac84f4D2ECa32142AA02f4f,success,20:00.13,live-state,False,1023,,1200.0,8286.555,9943866.0,73.91304347826087,1,20:00.13,
0x02992370df72DA5B039c3A6249beb27c487E63Cb,success,20:00.07,live-state,True,959,,1200.0,9794.7975,11753757.0,84.69750889679715,1,20:00.07,
0x029A4bcF16e9Cd4cf8F169E6EE57899A1a380215,success,20:00.06,live-state,False,756,,1200.0,6002.3966666666665,7202876.0,87.4015748031496,1,20:00.06,
0x029CB57991b2a2CAd9271b8C4131Bb8551982014,success,0:07.02,live-state,False,41,2,6.0,24675.0,148050.0,51.42857142857143,1,0:07.02,"[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376
[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376"
0x02A854482e2026E8a337CFC600f7Db8AA1752aE2,success,20:00.08,live-state,False,197,,1200.0,6548.4991666666665,7858199.0,45.205479452054796,1,20:00.08,
0x02F1213916ca2d0EF867433Dc5E794fF18B47cAD,success,0:59.88,live-state,False,322,1,59.0,17316.186440677968,1021655.0,84.36578171091445,1,0:59.88,[BUG] balance gain | 37662610412320084583014736539245998496614204666784207077376 > 37662610412320084583014736539245998496614132666784207077376
0x02FB7AEFDA436D5632E796ef49A607e4e3Cdd342,success,20:00.11,live-state,False,790,,1200.0,7939.106666666667,9526928.0,88.8,1,20:00.11,
0x02Fef77DE4BBAf4adFb5ff7B81312E3CDEbdE646,success,20:00.25,live-state,True,729,,1200.0,4103.593333333333,4924312.0,84.7328244274809,1,20:00.25,
0x02a05D8eC3338E41198d46387A6aBbFd83143bd6,success,20:00.07,live-state,False,1078,,1200.0,7945.5858333333335,9534703.0,55.319148936170215,1,20:00.07,
0x02a64460d4bc9Cfd31137c778f3E62698696783e,success,20:00.07,live-state,False,630,,1200.0,2578.6966666666667,3094436.0,89.1156462585034,1,20:00.07,
0x02aa024cDAB61EF2C2f7B82E26f2c342093D7314,success,20:00.07,live-state,False,647,,1200.0,6841.2283333333335,8209474.0,81.29496402877699,1,20:00.07,
0x02adE80E5A81523F148cDb9DcF77440225d897E2,success,20:00.09,live-state,False,831,,1200.0,2865.2266666666665,3438272.0,58.91891891891892,1,20:00.09,
0x02b64a5CB4701B9937c1a8f56246ab8DeB96f7E9,success,20:00.05,live-state,False,768,,1200.0,5773.12,6927744.0,87.4015748031496,1,20:00.05,
0x02b6700c0282a687D66F3e09723BED55f23d5b83,success,20:00.10,live-state,False,306,,1200.0,729.9075,875889.0,74.46808510638299,1,20:00.10,
0x02bC86b1F8Fedf25E2B98cC8278ca8Cde58cbAd7,success,20:00.06,live-state,False,814,,1200.0,5595.824166666666,6714989.0,94.0,1,20:00.06,
0x02d509d0Af485c8dA54d8aEb42C624E7d9e2EEb6,success,0:00.02,live-state,True,,,,,,,,0:00.02,
0x02d728897D4409a95b80d3bE9A89a21cd6971697,success,20:00.06,live-state,False,791,,1200.0,9995.788333333334,11994946.0,66.23931623931624,1,20:00.06,
0x02f72cF8d687f6fC4D914F76Fa4743EB1D8af0E8,success,20:00.09,live-state,False,674,,1200.0,5249.114166666666,6298937.0,80.3030303030303,1,20:00.09,
0x03047555a066c597D31411DD486c83329f220a34,success,20:00.10,live-state,False,499,,1200.0,7441.034166666666,8929241.0,47.91666666666667,1,20:00.10,
0x0306736ADE34436ae327b80b68CA9D24f150F3B7,success,20:00.05,live-state,False,832,,1200.0,9511.158333333333,11413390.0,31.862745098039216,1,20:00.05,
0x030C3A49bDCaF70b6727eAaa16e0d4988435193A,success,20:00.06,live-state,False,222,,1200.0,8788.0375,10545645.0,55.76923076923077,1,20:00.06,
0x031d86EEfBa540B1213b4405AC2E885644b3D902,success,20:00.15,live-state,True,389,,1200.0,736.0858333333333,883303.0,83.47107438016529,1,20:00.15,
0x031dE466A2D4a113F76142E16877dc5Fa72bb6Ee,success,20:00.09,live-state,True,362,,1200.0,583.6716666666666,700406.0,74.10071942446044,1,20:00.09,
0x0322af475dcF917a98eE74C8C8EBd7701D53dC5d,success,20:00.07,live-state,False,1101,,1200.0,11177.593333333334,13413112.0,42.526315789473685,1,20:00.07,
0x03268A43FdC33909292ea0Ef6C90DDc5D804a408,success,20:00.06,live-state,False,689,,1200.0,6868.309166666667,8241971.0,77.53623188405798,1,20:00.06,
0x032934E7Dc6b32015aD37aaAD3dBc7e8811eA30f,success,20:00.07,live-state,False,499,,1200.0,2688.81,3226572.0,77.95275590551181,1,20:00.07,
0x0329e4F9A4E02c0B3d236adF78b907C015094acD,success,20:00.06,live-state,False,520,,1200.0,9316.433333333332,11179720.0,85.03184713375796,1,20:00.06,
0x032CcDC0d0c4f69aA47fB356Cf56eB60319c64f5,success,20:00.07,live-state,True,815,,1200.0,8570.0275,10284033.0,69.56521739130436,1,20:00.07,
0x032D37804331d66731D2ED2C13Cf26eD2C2eB41D,success,20:00.06,live-state,False,709,,1200.0,8003.7975,9604557.0,71.81208053691275,1,20:00.06,
0x032bC766C3ec308db9451900d27fDf9939d651C1,success,20:00.06,live-state,False,814,,1200.0,8650.475,10380570.0,80.51282051282051,1,20:00.06,
0x033226720ff886982508c9704960118a72466FA9,success,20:00.08,live-state,False,447,,1200.0,8510.970833333333,10213165.0,22.393822393822393,1,20:00.08,
0x0336ED99167eF32fB4fe370A5c94A6FE4d0DBaB2,success,20:00.17,live-state,False,704,,1200.0,6135.91,7363092.0,73.79310344827586,1,20:00.17,
0x0351fa9457A9F40559B23725C877CC9b2dc28EB5,success,20:00.07,live-state,False,421,,1200.0,7829.421666666667,9395306.0,53.60501567398119,1,20:00.07,
0x035C8119A68A8f762fE2731FA190A5AfCba653a3,success,20:00.06,live-state,True,719,,1200.0,5551.4225,6661707.0,81.8840579710145,1,20:00.06,
0x036a3aD95504510336974AC046c2A3A2B0990A17,success,20:00.09,live-state,False,559,,1200.0,3658.241666666667,4389890.0,73.07692307692308,1,20:00.09,
0x03700A4e708bD03cb9eC8d36A21F9f9C5A11ed9A,success,20:00.06,live-state,False,419,,1200.0,6347.6241666666665,7617149.0,90.0,1,20:00.06,
0x038CF0FE8b400538211B0cDC2DbF4e9a8a36BdA4,success,20:00.08,live-state,False,491,,1200.0,9232.689166666667,11079227.0,77.58620689655173,1,20:00.08,
0x038c8f9aBC21BF6575f49FcE9a1eD7a69301A49B,success,0:00.02,live-state,False,3,1,0.0,12.0,12.0,20.0,1,0:00.02,
0x03900d98C17730F6fa4780c5BfB76BfB21e9712E,success,20:00.05,live-state,False,806,,1200.0,6500.28,7800336.0,82.67716535433071,1,20:00.05,
0x0394812FB293c5DF3d4776b76F9Cd9Ebc2701d00,success,20:00.07,live-state,False,1308,,1200.0,7381.0841666666665,8857301.0,49.00584795321637,1,20:00.07,
0x039Fb002d21c1c5eEb400612aeF3D64D49eB0D94,success,0:04.74,live-state,False,,,4.0,6656.75,26627.0,52.69151138716356,1,0:04.74,
0x03A52EC45a607E168488e3D861bd517B538E8620,success,20:00.05,live-state,False,804,,1200.0,7516.513333333333,9019816.0,87.4015748031496,1,20:00.05,
0x03A5685eE4cAF0450A8881c33068afc47379Db37,success,20:00.05,live-state,False,707,,1200.0,7692.5525,9231063.0,83.47107438016529,1,20:00.05,
0x03B6609AaCecCEC42eF526a35b1bD5D728874eA4,success,20:00.06,live-state,False,766,,1200.0,8364.109166666667,10036931.0,82.35294117647058,1,20:00.06,
0x03CEABc0C7fd6CDd92ebb59e9E7F29bAb7801233,success,20:00.05,live-state,False,263,,1200.0,5863.34,7036008.0,64.0,1,20:00.05,
